time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,train/value_loss,train/explained_variance,train/loss,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/clip_fraction,train/learning_rate,train/n_updates,train/entropy_loss
1,-818.0,1057,0,200.0,256,,,,,,,,,,
2,-890.5,1090,0,200.0,512,1730.9371337890625,-0.0013420581817626953,716.6023559570312,-0.009637013380415737,0.3,0.0015297863,0.0,0.0003,10,-2.564449870586395
3,-884.3333333333334,1082,0,200.0,768,3025.5028686523438,0.0019149184226989746,1518.3590087890625,-0.004954042565077543,0.3,0.0008992199,0.0,0.0003,20,-2.561670458316803
4,-779.2,1087,0,200.0,1024,1791.7581665039063,0.005432605743408203,817.2069702148438,-0.0028368140570819377,0.3,0.0005061156,0.0,0.0003,30,-2.5603967666625977
5,-753.5,1082,1,200.0,1280,1283.5523742675782,0.0016460418701171875,678.593994140625,-0.0027266777819022537,0.3,0.0003459088,0.0,0.0003,40,-2.5592069268226623
6,-770.8571428571429,1084,1,200.0,1536,2389.166748046875,0.0007370710372924805,1398.0814208984375,-0.0036525791976600884,0.3,0.0005418337,0.0,0.0003,50,-2.5567258834838866
7,-755.5,1089,1,200.0,1792,1254.750469970703,0.0012836456298828125,642.7312622070312,-0.005001526442356408,0.3,0.0008816309,0.0,0.0003,60,-2.5545083045959474
8,-724.1,1089,1,200.0,2048,1640.02744140625,0.0009209513664245605,889.5159301757812,-0.004278382146731019,0.3,0.00092846854,0.0,0.0003,70,-2.549762856960297
9,-693.2727272727273,1090,2,200.0,2304,1875.4863159179688,0.001580655574798584,929.6799926757812,-0.003644200833514333,0.3,0.0008161657,0.0,0.0003,80,-2.549419808387756
10,-695.9166666666666,1088,2,200.0,2560,1385.0459747314453,-0.0015197992324829102,812.7835693359375,-0.005014599778223783,0.3,0.0015835725,0.0,0.0003,90,-2.5476780772209167
11,-678.7142857142857,1090,2,200.0,2816,1607.1572204589843,-0.00020205974578857422,853.326171875,-0.0020670625381171703,0.3,0.0005322902,0.0,0.0003,100,-2.5479445695877074
12,-670.0666666666667,1091,2,200.0,3072,1228.1696228027345,-2.658367156982422e-05,514.3516235351562,-0.006503055058419705,0.3,0.0016872745,0.0,0.0003,110,-2.54585223197937
13,-669.8125,1094,3,200.0,3328,1444.5588256835938,6.783008575439453e-05,711.7606201171875,-0.005568971834145486,0.3,0.0019257753,0.0,0.0003,120,-2.539427602291107
14,-642.3529411764706,1096,3,200.0,3584,1237.8071899414062,0.00011146068572998047,645.8229370117188,-0.006383531191386282,0.3,0.0023414148,0.0,0.0003,130,-2.5194388151168825
15,-624.9473684210526,1097,3,200.0,3840,2764.2864196777346,6.377696990966797e-06,1558.958740234375,-0.008448146004229783,0.3,0.005221774,0.0,0.0003,140,-2.5101098895072935
16,-609.55,1097,3,200.0,4096,933.585302734375,-0.00013554096221923828,395.4797668457031,-0.01352355103008449,0.3,0.009968785,0.00625,0.0003,150,-2.4944387555122374
17,-615.6190476190476,1098,3,200.0,4352,1689.6011169433593,9.566545486450195e-05,1041.1387939453125,0.001673161331564188,0.3,0.0018634656,0.0,0.0003,160,-2.5185332536697387
18,-630.4347826086956,1096,4,200.0,4608,2519.4013061523438,9.721517562866211e-05,1164.9930419921875,-0.0010431825648993254,0.3,0.00015652599,0.0,0.0003,170,-2.5257389664649965
19,-606.3333333333334,1095,4,200.0,4864,1003.1186645507812,0.00013881921768188477,479.16754150390625,-0.0038330641342327,0.3,0.00067578536,0.0,0.0003,180,-2.516917860507965
20,-601.12,1095,4,200.0,5120,1797.3753601074218,1.3947486877441406e-05,1018.04150390625,-0.021430029324255882,0.3,0.01810227,0.015625,0.0003,190,-2.5276887893676756
21,-592.3846153846154,1097,4,200.0,5376,277.8326774597168,0.0006189346313476562,156.79942321777344,-0.005464193713851273,0.3,0.004435668,0.0,0.0003,200,-2.512126898765564
22,-589.75,1093,5,200.0,5632,1996.5392333984375,0.0003153085708618164,935.8182373046875,-0.002271462418138981,0.3,0.00021964172,0.0,0.0003,210,-2.5140156865119936
23,-589.1034482758621,1091,5,200.0,5888,861.811557006836,-0.00016570091247558594,421.5973815917969,-0.0008033080259338022,0.3,0.0001584969,0.0,0.0003,220,-2.5152947902679443
24,-579.0,1088,5,200.0,6144,1407.1756896972656,0.00017499923706054688,819.2322387695312,-0.0012572832289151846,0.3,9.225379e-05,0.0,0.0003,230,-2.5075306057929994
25,-579.9375,1086,5,200.0,6400,1909.7439880371094,0.000726163387298584,886.2611083984375,-0.0026163666509091852,0.3,0.00026462623,0.0,0.0003,240,-2.515069341659546
26,-588.2727272727273,1084,6,200.0,6656,1235.6596282958985,0.00039881467819213867,654.9873657226562,-0.002886990748811513,0.3,0.00050244085,0.0,0.0003,250,-2.5241815090179442
27,-593.7647058823529,1081,6,200.0,6912,1469.8120483398438,-9.417533874511719e-06,750.5859375,-0.0005081229610368609,0.3,0.00014358899,0.0,0.0003,260,-2.5218103647232057
28,-604.8285714285714,1082,6,200.0,7168,1483.573419189453,0.0006164312362670898,624.2337646484375,-0.00149254483403638,0.3,7.550605e-05,0.0,0.0003,270,-2.5214972853660584
29,-612.3513513513514,1083,6,200.0,7424,1257.5691772460937,-0.00017464160919189453,550.2782592773438,-0.0021109106484800575,0.3,0.0002172701,0.0,0.0003,280,-2.523616683483124
30,-608.7631578947369,1083,7,200.0,7680,1121.6106323242188,0.000882267951965332,545.2555541992188,-0.000469632213935256,0.3,5.2834162e-05,0.0,0.0003,290,-2.520610547065735
31,-611.7948717948718,1081,7,200.0,7936,653.6942291259766,0.0016270875930786133,321.72857666015625,-0.0023234816384501756,0.3,0.00019160402,0.0,0.0003,300,-2.5162767291069033
32,-601.975,1080,7,200.0,8192,1370.454901123047,0.00022643804550170898,737.7850952148438,-0.0033691506367176773,0.3,0.00041514682,0.0,0.0003,310,-2.5269283652305603
33,-602.6666666666666,1081,7,200.0,8448,2268.172430419922,0.00012111663818359375,1003.4354858398438,-0.0050549753941595554,0.3,0.0011701616,0.0,0.0003,320,-2.5238739609718324
34,-611.1627906976744,1079,8,200.0,8704,1467.1458435058594,4.6372413635253906e-05,813.5511474609375,-0.0011366617982275784,0.3,0.00026956736,0.0,0.0003,330,-2.524408781528473
35,-613.6590909090909,1081,8,200.0,8960,1526.1407592773437,8.660554885864258e-05,754.8424682617188,-0.00033150773961097,0.3,0.00012924848,0.0,0.0003,340,-2.517981541156769
36,-602.1086956521739,1080,8,200.0,9216,1214.3600280761718,0.00014728307723999023,624.1506958007812,-0.006329025398008526,0.3,0.0009215588,0.0,0.0003,350,-2.5122950792312624
37,-602.2340425531914,1079,8,200.0,9472,1283.4874938964845,4.7266483306884766e-05,754.1466674804688,-0.002577861025929451,0.3,0.00053076376,0.0,0.0003,360,-2.520602595806122
38,-600.3125,1081,8,200.0,9728,1938.2166625976563,0.00021785497665405273,801.966064453125,-0.001577406795695424,0.3,0.00016458263,0.0,0.0003,370,-2.523067307472229
39,-602.734693877551,1079,9,200.0,9984,1385.8058990478517,9.524822235107422e-05,675.6202392578125,-0.0038553268532268703,0.3,0.00061213714,0.0,0.0003,380,-2.5157316446304323
40,-597.4117647058823,1078,9,200.0,10240,1172.717431640625,-1.2159347534179688e-05,649.2509155273438,-0.0033701469423249365,0.3,0.00036102277,0.0,0.0003,390,-2.516795110702515
1,-1380.0,1460,0,200.0,256,1134.3970733642577,0.00014382600784301758,611.6678466796875,-0.0012629990233108401,0.3,0.0002788233,0.0,0.0003,400,-2.511395239830017
