time/iterations,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/clip_fraction,train/loss,train/approx_kl,train/n_updates,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/learning_rate
1,200.0,256,-640.0,724,0,,,,,,,,,,
2,200.0,512,-715.0,707,0,0.0,624.8243408203125,0.001429724,10,-0.0019506216049194336,0.3,-0.007909459271468222,1538.2387634277343,-2.5644693851470945,0.0003
3,200.0,768,-706.6666666666666,697,1,0.0,1036.900390625,0.0005608103,20,0.002187967300415039,0.3,-0.002438234316650778,2078.451031494141,-2.5621499896049498,0.0003
4,200.0,1024,-570.0,697,1,0.0,727.4312744140625,0.00047651865,30,0.006238222122192383,0.3,-0.0032787092961370943,1593.419854736328,-2.561395263671875,0.0003
5,200.0,1280,-525.0,695,1,0.0,816.072998046875,0.00086324406,40,0.0014074444770812988,0.3,-0.004298346908763051,1664.356982421875,-2.561210334300995,0.0003
6,200.0,1536,-505.7142857142857,699,2,0.0,856.90087890625,0.0004921204,50,0.0092812180519104,0.3,-0.003762587916571647,1588.7180297851562,-2.561366605758667,0.0003
7,200.0,1792,-502.5,701,2,0.0,996.739990234375,0.00038571446,60,0.012265384197235107,0.3,-0.0032543420034926384,1531.4347778320312,-2.5612905621528625,0.0003
8,200.0,2048,-468.0,701,2,0.0,767.951904296875,0.0016319652,70,0.017864584922790527,0.3,-0.008120205719023943,1456.7021789550781,-2.5584409832954407,0.0003
9,200.0,2304,-454.54545454545456,704,3,0.0,1081.5604248046875,0.0009950837,80,0.07912701368331909,0.3,-0.004524249769747257,2581.9396728515626,-2.5531625628471373,0.0003
10,200.0,2560,-440.0,703,3,0.0,899.70849609375,0.00047088903,90,0.024015188217163086,0.3,-0.0027879921719431875,1876.9968383789062,-2.550213134288788,0.0003
11,200.0,2816,-445.7142857142857,703,4,0.0,657.0252075195312,0.00036609708,100,0.06269276142120361,0.3,-0.0027070379815995692,1258.992169189453,-2.547456967830658,0.0003
12,200.0,3072,-448.6666666666667,692,4,0.0,683.1956176757812,0.0018084086,110,0.06657356023788452,0.3,-0.006975224753841758,1411.0081176757812,-2.545717251300812,0.0003
13,200.0,3328,-436.875,687,4,0.0,1001.8545532226562,0.00057635526,120,0.005408525466918945,0.3,-0.001787185063585639,2168.778704833984,-2.536667275428772,0.0003
14,200.0,3584,-447.05882352941177,687,5,0.0,767.2738647460938,0.0010012935,130,-0.00012695789337158203,0.3,-0.0036033768206834792,1575.4605224609375,-2.5325404047966003,0.0003
15,200.0,3840,-460.5263157894737,687,5,0.0,532.7720336914062,0.00044129835,140,0.004561901092529297,0.3,-0.0017665979452431203,1051.5465423583985,-2.5360841035842894,0.0003
16,200.0,4096,-445.5,687,5,0.0,858.4769287109375,0.0006235321,150,0.01123267412185669,0.3,-0.0035773429553955793,1654.776348876953,-2.535498762130737,0.0003
17,200.0,4352,-451.9047619047619,686,6,0.0,842.509033203125,0.0020516382,160,0.060115277767181396,0.3,-0.007166032423265278,1408.932928466797,-2.5240615248680114,0.0003
18,200.0,4608,-460.8695652173913,687,6,0.0,823.2630615234375,0.0019246389,170,-0.01639080047607422,0.3,-0.004693083371967078,1602.537548828125,-2.5102790117263796,0.0003
19,200.0,4864,-448.75,687,7,0.0,528.8111572265625,0.0011180616,180,0.034944772720336914,0.3,-0.003719425073359162,1073.2632385253905,-2.499832737445831,0.0003
20,200.0,5120,-441.6,687,7,0.0,1084.27783203125,0.00036939746,190,0.14942848682403564,0.3,-0.0012976157944649459,2044.3802307128906,-2.508417558670044,0.0003
21,200.0,5376,-434.2307692307692,688,7,0.0,792.4677124023438,0.003039415,200,0.14088159799575806,0.3,-0.00801323859486729,1487.3355651855468,-2.4966851353645323,0.0003
22,200.0,5632,-425.35714285714283,687,8,0.0,719.5603637695312,0.0011087572,210,0.14255404472351074,0.3,-0.002306883386336267,1388.3021118164063,-2.503049647808075,0.0003
23,200.0,5888,-440.0,687,8,0.0,557.6380004882812,0.0008437191,220,0.2230575680732727,0.3,-0.002695178007707,1207.092822265625,-2.506638288497925,0.0003
24,200.0,6144,-429.0,688,8,0.0,628.2596435546875,0.0015592966,230,9.065866470336914e-05,0.3,-0.005087634653318673,1448.6013427734374,-2.5017251133918763,0.0003
25,200.0,6400,-430.9375,688,9,0.0,442.5445251464844,0.0025343033,240,0.33728981018066406,0.3,-0.00969061446376145,1006.114859008789,-2.4767435669898985,0.0003
26,200.0,6656,-426.969696969697,688,9,0.0,413.9668884277344,0.009580571,250,0.00021970272064208984,0.3,-0.013108096783980727,838.7150207519531,-2.46737802028656,0.0003
27,200.0,6912,-432.3529411764706,688,10,0.0,711.8087158203125,0.0037408872,260,0.20888012647628784,0.3,-0.008353764575440436,1510.311749267578,-2.4764517307281495,0.0003
28,200.0,7168,-430.85714285714283,689,10,0.0,612.029296875,0.0023355926,270,0.00678253173828125,0.3,-0.005259129707701505,1371.270196533203,-2.460046911239624,0.0003
29,200.0,7424,-433.2432432432432,688,10,0.0,562.467041015625,0.006242222,280,0.04281735420227051,0.3,-0.010516010911669583,1041.049526977539,-2.455421733856201,0.0003
30,200.0,7680,-435.2631578947368,689,11,0.0,514.2862548828125,0.00560881,290,0.13627034425735474,0.3,-0.008657923876307904,1130.9767211914063,-2.4209638357162477,0.0003
31,200.0,7936,-433.5897435897436,689,11,0.0,393.38409423828125,0.0037173566,300,0.48040926456451416,0.3,-0.005843069450929761,868.2609130859375,-2.370669984817505,0.0003
32,200.0,8192,-434.25,690,11,0.0,276.1749267578125,0.01036416,310,-0.07121396064758301,0.3,-0.008604800654575228,1010.7798126220703,-2.3183526396751404,0.0003
33,200.0,8448,-437.6190476190476,690,12,0.004296875,494.3850402832031,0.019462086,320,-1.0132789611816406e-05,0.3,-0.009033969999291003,990.4371673583985,-2.1813395261764525,0.0003
34,200.0,8704,-436.51162790697674,690,12,0.0015625,424.70654296875,0.015736284,330,-1.5497207641601562e-06,0.3,-0.016024709027260543,756.427279663086,-2.124531960487366,0.0003
35,200.0,8960,-439.77272727272725,690,12,0.025,914.95751953125,0.025833676,340,5.9545040130615234e-05,0.3,-0.018016978958621623,1799.0792175292968,-1.9257344484329224,0.0003
36,200.0,9216,-443.2608695652174,690,13,0.053515625,275.0785217285156,0.01998461,350,-6.29425048828125e-05,0.3,-0.015151353389956056,654.9545501708984,-1.8891888558864594,0.0003
37,200.0,9472,-449.78723404255317,688,13,0.01484375,427.43365478515625,0.02150745,360,-2.4557113647460938e-05,0.3,-0.015340539161115885,875.3701568603516,-2.059134912490845,0.0003
38,200.0,9728,-446.875,688,14,0.01171875,767.2380981445312,0.022898156,370,0.00010001659393310547,0.3,-0.014270319021306932,1969.9792358398438,-2.2123438119888306,0.0003
39,200.0,9984,-452.6530612244898,688,14,0.0,514.9495849609375,0.0017074272,380,-4.5299530029296875e-06,0.3,-0.0007680370472371578,1185.7209106445312,-2.2676758885383608,0.0003
40,200.0,10240,-440.98039215686276,688,14,0.0,459.5819396972656,0.0044166455,390,2.3245811462402344e-06,0.3,-0.0069340302143245935,766.07490234375,-2.2721160531044005,0.0003
1,200.0,256,-4250.0,899,0,0.0,1294.501220703125,0.0020988577,400,8.416175842285156e-05,0.3,-0.002691748342476785,2115.449322509766,-2.2677743792533875,0.0003
2,200.0,512,-4150.0,786,0,0.0,24968.9609375,0.00012483587,10,-0.00043261051177978516,0.3,-0.002309179160511121,49653.571484375,-2.5648980259895326,0.0003
3,200.0,768,-4120.0,745,1,0.0,17060.48046875,9.811763e-05,20,-0.0009959936141967773,0.3,-0.0013208814430981874,34262.49013671875,-2.5646665692329407,0.0003
