time/iterations,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/time_elapsed,train/clip_fraction,train/loss,train/approx_kl,train/n_updates,train/explained_variance,train/clip_range,train/policy_gradient_loss,train/value_loss,train/entropy_loss,train/learning_rate
1,200.0,256,-740.0,642,0,,,,,,,,,,
2,200.0,512,-815.0,634,0,0.0,597.5370483398438,0.0016423145,10,-0.0015342235565185547,0.3,-0.009983386285603047,1464.8536437988282,-2.5644152998924254,0.0003
3,200.0,768,-806.6666666666666,631,1,0.0,1330.8662109375,0.00097179227,20,0.002043604850769043,0.3,-0.005131421703845262,2657.3864501953126,-2.5614107966423036,0.0003
4,200.0,1024,-704.0,627,1,0.0,727.697509765625,0.00063547376,30,0.005576431751251221,0.3,-0.0032208414748311045,1593.865496826172,-2.560011863708496,0.0003
5,200.0,1280,-678.3333333333334,628,2,0.0,591.2611083984375,0.0003927329,40,0.001599431037902832,0.3,-0.0027281556278467177,1104.2560089111328,-2.5585572123527527,0.0003
6,200.0,1536,-695.7142857142857,637,2,0.0,1282.3416748046875,0.00057598064,50,0.000781714916229248,0.3,-0.0037393774371594192,2151.5412780761717,-2.555794620513916,0.0003
7,200.0,1792,-683.75,643,2,0.0,568.4560546875,0.0009706062,60,0.0017288923263549805,0.3,-0.005694111529737711,1104.1722290039063,-2.554237258434296,0.0003
8,200.0,2048,-652.0,643,3,0.0,867.4349975585938,0.0011332207,70,0.0010520219802856445,0.3,-0.004749663383699953,1592.2069702148438,-2.547902262210846,0.0003
9,200.0,2304,-620.9090909090909,641,3,0.0,833.0596313476562,0.0010469013,80,0.001954197883605957,0.3,-0.004003287013620138,1669.6963012695312,-2.547819447517395,0.0003
10,200.0,2560,-581.6666666666666,641,3,0.0,817.5493774414062,0.0061228303,90,0.0012437105178833008,0.3,-0.015372988535091281,1399.2747314453125,-2.5493250727653503,0.0003
11,200.0,2816,-556.4285714285714,643,4,0.0,927.5548706054688,0.0022120813,100,0.006218016147613525,0.3,-0.0064657271374017,1790.2511352539063,-2.548016810417175,0.0003
12,200.0,3072,-559.3333333333334,646,4,0.0,484.40966796875,0.0004312636,110,0.011057853698730469,0.3,-0.002815364638809115,1229.1620300292968,-2.547282409667969,0.0003
13,200.0,3328,-557.5,649,5,0.0,825.2705688476562,0.00048500928,120,0.09085261821746826,0.3,-0.003366867429576814,1858.052020263672,-2.5391554951667787,0.0003
14,200.0,3584,-571.7647058823529,652,5,0.0,810.253173828125,0.000403221,130,0.23597639799118042,0.3,-0.003327594930306077,1627.6032592773438,-2.541100788116455,0.0003
15,200.0,3840,-558.421052631579,651,5,0.0,398.8387451171875,0.00040663243,140,0.003822505474090576,0.3,-0.0018893731525167824,716.9050537109375,-2.5339046716690063,0.0003
16,200.0,4096,-563.0,651,6,0.0,440.2877197265625,0.00044607068,150,0.027480900287628174,0.3,-0.0028373312903568148,934.3139892578125,-2.5331433534622194,0.0003
17,200.0,4352,-567.6190476190476,651,6,0.0,624.7245483398438,0.00026314054,160,-0.07014119625091553,0.3,-0.0023289516568183897,1483.5848022460937,-2.5316325426101685,0.0003
18,200.0,4608,-567.8260869565217,651,7,0.0,584.1174926757812,0.00084878434,170,0.04514855146408081,0.3,-0.0036299905739724638,1389.2433288574218,-2.5233364939689635,0.0003
19,200.0,4864,-561.25,650,7,0.0,471.6849670410156,0.0023701326,180,0.009948670864105225,0.3,-0.007628294359892607,1145.821514892578,-2.5171864509582518,0.0003
20,200.0,5120,-538.8,648,7,0.0,975.2464599609375,0.0019566806,190,0.0343281626701355,0.3,-0.006910400954075158,1818.3714416503906,-2.5260117053985596,0.0003
21,200.0,5376,-531.5384615384615,650,8,0.0,576.2855834960938,0.0015608051,200,-0.0030361413955688477,0.3,-0.0047581539489328865,1172.5519134521485,-2.5187085390090944,0.0003
22,200.0,5632,-501.7857142857143,649,8,0.0,834.8154296875,0.0013116999,210,0.16373002529144287,0.3,-0.0053768947022035714,2046.985595703125,-2.5309546113014223,0.0003
23,200.0,5888,-494.48275862068965,648,9,0.0,599.914794921875,0.00028686598,220,0.18463540077209473,0.3,-0.00032382900826632977,1585.8033935546875,-2.5169793486595156,0.0003
24,200.0,6144,-483.0,649,9,0.0,737.892333984375,0.0010369506,230,0.20481550693511963,0.3,-0.005037467181682587,1710.9803649902344,-2.5243169903755187,0.0003
25,200.0,6400,-481.5625,650,9,0.0,630.51123046875,0.0017669185,240,0.22623908519744873,0.3,-0.00592121307272464,1423.1890014648438,-2.521677482128143,0.0003
26,200.0,6656,-484.54545454545456,649,10,0.0,396.490234375,0.00038693706,250,0.17192649841308594,0.3,9.176975581794977e-05,1036.1824096679688,-2.5134763956069945,0.0003
27,200.0,6912,-494.11764705882354,649,10,0.0,921.4907836914062,0.00056929747,260,-0.06400883197784424,0.3,-0.00247610651422292,1858.4431274414062,-2.5098222136497497,0.0003
28,200.0,7168,-494.0,649,11,0.0,395.289794921875,0.00084289396,270,1.0132789611816406e-06,0.3,-0.0027669542585499586,975.938021850586,-2.5006637930870057,0.0003
29,200.0,7424,-487.8378378378378,649,11,0.027734375,730.7789306640625,0.012952464,280,9.399652481079102e-05,0.3,-0.013107788702473044,1651.3062561035156,-2.4916159391403196,0.0003
30,200.0,7680,-490.2631578947368,649,11,0.0,591.4281616210938,0.0054895245,290,0.0010495781898498535,0.3,-0.007339954725466669,1530.6780578613282,-2.4621334195137026,0.0003
31,200.0,7936,-485.38461538461536,650,12,0.0,254.6851806640625,0.0027446682,300,0.06439036130905151,0.3,-0.002805774286389351,490.76281280517577,-2.450024139881134,0.0003
32,200.0,8192,-486.0,651,12,0.0,445.35723876953125,0.0029171924,310,-0.017678141593933105,0.3,-0.004955325066111982,807.8694763183594,-2.4440547108650206,0.0003
33,200.0,8448,-485.7142857142857,651,12,0.0,299.389404296875,0.00083928136,320,-7.390975952148438e-05,0.3,-0.00028419208247214555,553.3312301635742,-2.3956249833106993,0.0003
34,200.0,8704,-486.04651162790697,651,13,0.0,424.4937438964844,0.0060548265,330,3.355741500854492e-05,0.3,-0.011849839403294028,1190.4673217773438,-2.4197801113128663,0.0003
35,200.0,8960,-492.04545454545456,650,13,0.0,650.3652954101562,0.002140963,340,1.4901161193847656e-05,0.3,-0.0014778675977140665,1495.9411010742188,-2.441113770008087,0.0003
36,200.0,9216,-484.5652173913044,650,14,0.008984375,689.764892578125,0.009519558,350,1.055002212524414e-05,0.3,-0.0199753352208063,1304.402035522461,-2.4451629638671877,0.0003
37,200.0,9472,-484.8936170212766,650,14,0.005078125,779.0578002929688,0.010370605,360,-2.944469451904297e-05,0.3,-0.011055608955211937,1138.5221588134766,-2.4758424878120424,0.0003
38,200.0,9728,-481.0416666666667,650,14,0.00625,1207.8663330078125,0.011547003,370,1.9729137420654297e-05,0.3,-0.012576704006642103,2228.0614013671875,-2.4833162784576417,0.0003
39,200.0,9984,-484.48979591836735,650,15,0.0,341.0693359375,0.0036987355,380,-1.1920928955078125e-06,0.3,-0.0028878468787297607,896.1724334716797,-2.436199688911438,0.0003
40,200.0,10240,-479.01960784313724,651,15,0.0,1224.382568359375,0.009068736,390,9.649991989135742e-05,0.3,-0.013057372113689781,2360.053057861328,-2.4128724336624146,0.0003
1,200.0,256,-4640.0,842,0,0.0265625,884.4666137695312,0.025402691,400,3.069639205932617e-05,0.3,-0.021458647167310118,2035.950537109375,-2.384444773197174,0.0003
2,200.0,512,-4200.0,731,0,0.0,28390.6875,0.00012449222,10,0.0008323192596435547,0.3,-0.0027607533615082503,54858.1958984375,-2.564902186393738,0.0003
3,200.0,768,-4273.333333333333,690,1,0.0,19862.630859375,0.00010138028,20,0.0016711950302124023,0.3,-0.0018176204292103648,39339.65859375,-2.56470103263855,0.0003
4,200.0,1024,-4258.0,683,1,0.0,25594.75,4.508579e-05,30,-0.0014482736587524414,0.3,-0.0009750821627676487,51130.2408203125,-2.5645615100860595,0.0003
5,200.0,1280,-4166.666666666667,686,1,0.0,17632.685546875,3.8029626e-05,40,-0.0006340742111206055,0.3,-0.00081697185523808,37608.7623046875,-2.5644283056259156,0.0003
6,200.0,1536,-4184.285714285715,684,2,0.0,17635.189453125,8.135429e-05,50,-0.00016319751739501953,0.3,-0.0014529391308315098,33551.73837890625,-2.5642227649688722,0.0003
7,200.0,1792,-4170.0,684,2,0.0,24490.751953125,7.458497e-05,60,-0.0001550912857055664,0.3,-0.0013318072538822888,48478.05078125,-2.5641396164894106,0.0003
8,200.0,2048,-4228.0,687,2,0.0,26490.625,4.0936982e-05,70,-0.00011467933654785156,0.3,-0.0009162191301584244,51642.2974609375,-2.563861870765686,0.0003
9,200.0,2304,-4279.090909090909,687,3,0.0,22240.638671875,4.9987808e-05,80,-2.0265579223632812e-06,0.3,-0.0010898738401010633,42278.1982421875,-2.5637400150299072,0.0003
10,200.0,2560,-4285.0,682,3,0.0,29287.822265625,4.3680426e-05,90,2.4378299713134766e-05,0.3,-0.0008341052103787661,52172.4869140625,-2.5633713603019714,0.0003
11,200.0,2816,-4260.714285714285,679,4,0.0,22032.421875,3.0934578e-05,100,-5.53131103515625e-05,0.3,-0.000853268289938569,47871.794921875,-2.5632977724075316,0.0003
12,200.0,3072,-4320.0,671,4,0.0,18693.5390625,8.9804176e-05,110,-4.029273986816406e-05,0.3,-0.001731888181529939,36853.1470703125,-2.5629668831825256,0.0003
13,200.0,3328,-4304.375,656,5,0.0,28331.591796875,2.6718946e-05,120,-7.069110870361328e-05,0.3,-0.0005004922859370708,55117.0142578125,-2.562986469268799,0.0003
